category,question,year
Allmänbildning,Reels lanseras av Instagram och korta videor dominerar flödena.,2020
Allmänbildning,Twitter byter namn till X under Elon Musk.,2023
Allmänbildning,Threads lanseras av Meta och lockar 100 miljoner på fem dagar.,2023
Allmänbildning,Bluesky lanseras av Jack Dorsey som ett decentraliserat Twitter-alternativ.,2023
Allmänbildning,Det första telefonsamtalet rings av Alexander Graham Bell till sin assistent.,1876
Allmänbildning,Marconi skickar det första radiomeddelandet tvärs över Atlanten.,1901
Allmänbildning,Television demonstreras offentligt av John Logie Baird i London.,1925
Allmänbildning,Färg-TV börjar sändas regelbundet i USA.,1954
Allmänbildning,VHS-kassetten lanseras av JVC och hemanvändning av video sprids.,1976
Allmänbildning,Betamax förlorar formatkampen mot VHS trots bättre bildkvalitet.,1988
Allmänbildning,DAT-kassetten lanseras men aldrig riktigt slår igenom hos konsumenter.,1987
Allmänbildning,MiniDisc lanseras av Sony men klarar inte konkurrensen från CD.,1992
Allmänbildning,iPoden lanseras och 1 000 låtar i fickan blir möjligt.,2001
Allmänbildning,Streaming passerar download-försäljning av musik.,2015
Allmänbildning,Nintendo lanserar Game Boy och handhållen gaming sprids.,1989
Allmänbildning,PlayStation lanseras av Sony och spelbranschen förändras.,1994
Allmänbildning,Nintendo 64 lanseras och 3D-gaming når hemmaanvändare.,1996
Allmänbildning,Dreamcast lanseras av Sega och är deras sista spelkonsol.,1998
Allmänbildning,PlayStation 2 lanseras och säljer 155 miljoner exemplar.,2000
Allmänbildning,GameCube lanseras av Nintendo med skivformat.,2001
Allmänbildning,Xbox 360 lanseras och onlinespelande via Xbox Live sprids.,2005
Allmänbildning,PlayStation 3 lanseras med Blu-ray.,2006
Allmänbildning,Wii U lanseras men säljer sämre än förväntat.,2012
Allmänbildning,Apple Silicon M1 lanseras.,2020
Allmänbildning,Meta Quest 3 lanseras som ett mer prisvärt VR-alternativ.,2023
Allmänbildning,Samsung Galaxy Fold lanseras och vikbara telefoner når marknaden.,2019
